user_id,timestamp,ip,city,lat,lon,success,label
user_0004,2026-07-01 07:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-03 16:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-05 08:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-05 22:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-07 07:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-09 05:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-10 14:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-13 11:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-15 19:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-18 11:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0004,2026-07-19 11:00:00,65.178.195.236,London,51.5074,-0.1278,1,normal
user_0005,2026-02-06 13:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-08 04:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-10 16:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-13 01:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-15 05:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-16 15:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-17 14:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-20 13:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-23 10:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-24 03:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-24 15:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-25 11:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-26 12:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-02-27 14:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-03-02 02:00:00,221.108.180.212,New York,40.7128,-74.006,1,normal
user_0005,2026-08-23 00:00:00,217.170.251.16,Singapore,1.3521,103.8198,1,normal
user_0005,2026-08-23 00:24:00,11.247.103.12,London,51.5074,-0.1278,1,impossible_travel
user_0006,2026-04-11 06:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-13 23:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-15 13:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-15 20:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-16 16:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-18 08:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-20 09:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-21 05:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-23 00:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-25 13:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-26 15:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-29 07:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-04-29 13:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-05-01 04:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0006,2026-05-04 02:00:00,122.57.188.12,Mumbai,19.076,72.8777,1,normal
user_0007,2026-05-10 19:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-12 15:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-15 13:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-16 20:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-17 21:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-20 02:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-21 04:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-21 10:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-23 09:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-26 05:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-26 13:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-27 09:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-29 13:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-05-31 10:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0007,2026-06-01 22:00:00,42.55.219.177,Delhi,28.7041,77.1025,1,normal
user_0008,2026-03-03 16:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-04 08:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-07 04:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-07 18:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-08 16:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-09 14:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-12 08:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-13 11:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-15 02:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-17 14:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-18 23:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-20 06:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-22 03:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-24 12:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0008,2026-03-26 17:00:00,216.228.82.113,Bangalore,12.9716,77.5946,1,normal
user_0009,2026-05-15 15:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-16 12:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-18 01:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-19 11:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-20 01:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-22 02:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-22 10:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-23 21:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-25 07:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-25 13:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-26 04:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-26 17:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-28 04:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-28 18:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0009,2026-05-29 04:00:00,85.138.195.222,Sydney,-33.8688,151.2093,1,normal
user_0010,2026-01-21 23:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-01-23 11:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-01-25 04:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-01-28 00:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-01-29 09:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-01-30 07:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-02 01:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-03 14:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-06 08:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-08 18:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-10 00:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-10 18:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-11 12:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-14 01:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0010,2026-02-16 04:00:00,70.48.153.229,Singapore,1.3521,103.8198,1,normal
user_0011,2026-04-18 17:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-19 05:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-19 23:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-20 12:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-22 21:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-24 22:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-25 17:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-27 06:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-28 12:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-04-29 18:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-05-02 09:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-05-03 08:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-05-05 20:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-05-07 01:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0011,2026-05-08 18:00:00,164.59.122.58,Tokyo,35.6762,139.6503,1,normal
user_0012,2026-03-05 15:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-08 05:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-08 23:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-09 11:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-09 18:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-10 11:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-11 23:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-13 02:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-15 12:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-18 08:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-21 03:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-22 12:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-24 21:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-25 10:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-03-26 13:00:00,39.253.38.222,Sydney,-33.8688,151.2093,1,normal
user_0012,2026-05-10 00:00:08,160.136.169.62,Mumbai,19.076,72.8777,0,normal
user_0012,2026-05-10 00:00:19,160.136.169.62,Mumbai,19.076,72.8777,0,normal
user_0012,2026-05-10 00:00:29,160.136.169.62,Mumbai,19.076,72.8777,1,normal
user_0012,2026-05-10 00:00:32,160.136.169.62,Mumbai,19.076,72.8777,0,normal
user_0012,2026-08-20 00:00:00,218.131.155.249,Singapore,1.3521,103.8198,1,normal
user_0012,2026-08-20 00:31:00,192.3.133.33,London,51.5074,-0.1278,1,impossible_travel
user_0013,2026-01-03 07:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-04 22:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-07 14:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-09 08:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-11 20:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-14 16:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-15 17:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-16 23:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-18 18:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-20 03:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-20 16:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-21 05:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-23 03:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-23 16:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0013,2026-01-24 04:00:00,146.195.110.208,Tokyo,35.6762,139.6503,1,normal
user_0014,2026-05-10 02:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-10 15:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-13 14:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-14 06:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-15 11:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-16 01:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-16 15:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-18 03:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-20 12:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-21 09:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-22 22:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-23 09:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-24 01:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-26 12:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0014,2026-05-29 12:00:00,206.228.160.231,Sydney,-33.8688,151.2093,1,normal
user_0015,2026-03-09 08:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-11 06:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-12 18:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-14 09:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-16 17:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-17 15:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-19 11:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-22 03:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-24 01:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-24 16:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-24 23:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-27 15:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-28 09:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-29 00:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-03-30 09:00:00,210.57.203.186,Singapore,1.3521,103.8198,1,normal
user_0015,2026-08-14 00:00:00,22.161.8.126,Sydney,-33.8688,151.2093,1,normal
user_0015,2026-08-15 00:00:00,215.116.185.165,Singapore,1.3521,103.8198,1,normal
user_0016,2026-02-05 02:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-05 16:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-07 05:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-09 10:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-11 04:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-12 06:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-14 20:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-16 16:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-16 23:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-18 19:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-19 14:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-20 13:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-22 04:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-23 00:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0016,2026-02-23 19:00:00,50.133.85.19,New York,40.7128,-74.006,1,normal
user_0017,2026-03-12 18:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-14 02:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-16 03:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-17 11:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-19 02:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-22 00:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-24 20:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-26 10:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-26 22:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-27 15:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-30 03:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-03-31 20:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-04-01 07:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-04-01 13:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0017,2026-04-03 13:00:00,19.59.103.90,Delhi,28.7041,77.1025,1,normal
user_0018,2026-05-22 00:00:09,219.227.28.176,Sydney,-33.8688,151.2093,0,normal
user_0018,2026-05-22 00:00:15,219.227.28.176,Sydney,-33.8688,151.2093,0,normal
user_0018,2026-05-22 00:00:27,219.227.28.176,Sydney,-33.8688,151.2093,1,normal
user_0018,2026-05-22 00:00:33,219.227.28.176,Sydney,-33.8688,151.2093,0,normal
user_0018,2026-06-05 02:00:01,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:03,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:05,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:07,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:09,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:10,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:12,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:15,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:16,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:18,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:20,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
user_0018,2026-06-05 02:00:21,207.234.200.142,Singapore,1.3521,103.8198,0,brute_force
